player_id,first_name,last_name,birth_date,birth_city,birth_country,birth_state_province,birth_year,birth_month
8467387,Joe,Dipenta,2/25/1979,Barrie,CAN,Ontario,1979,2
8468090,Garnet,Exelby,8/16/1981,Craik,CAN,Saskatchewan,1981,8
8468520,Kurtis,Foster,11/24/1981,Carp,CAN,Ontario,1981,11
8448554,Uwe,Krupp,6/24/1965,Cologne,DEU,NA,1965,6
8458058,Richard,Smehlik,1/23/1970,Ostrava,CZE,NA,1970,1
8455994,Byron,Dafoe,2/25/1971,Sussex,GBR,NA,1971,2
8460649,Serge,Aubin,2/15/1975,Val-d'Or,CAN,Quebec,1975,2
8467427,Kip,Brennan,8/27/1980,Kingston,CAN,Ontario,1980,8
8465179,Daniel,Corso,4/3/1978,Montréal,CAN,Quebec,1978,4
8462082,Brad,Larsen,6/28/1977,Nakusp,CAN,British Columbia,1977,6
8458617,Bill,Lindsay,5/17/1971,Fernie,CAN,British Columbia,1971,5
8465180,Ronald,Petrovicky,2/15/1977,Zilina,SVK,NA,1977,2
8466110,Randy,Robitaille,10/12/1975,Ottawa,CAN,Ontario,1975,10
8468118,Tommi,Santala,6/27/1979,Helsinki,FIN,NA,1979,6
8469786,Karl,Stewart,6/30/1983,Scarborough,CAN,Ontario,1983,6
8460603,Brian,Swanson,3/24/1976,Eagle River,USA,Alaska,1976,3
8462211,Jean-Luc,Grand-Pierre,2/2/1977,Montréal,CAN,Quebec,1977,2
8463125,Shawn,Heins,12/24/1973,Eganville,CAN,Ontario,1973,12
8467450,Tomas,Kloucek,3/7/1980,Prague,CZE,NA,1980,3
8469710,Ivan,Majesky,9/2/1976,Banská Bystrica,SVK,NA,1976,9
8467358,Kyle,Rossiter,6/9/1980,Edmonton,CAN,Alberta,1980,6
8470140,Kari,Lehtonen,11/16/1983,Helsinki,FIN,NA,1983,11
8467356,Ramzi,Abid,3/24/1980,Montréal,CAN,Quebec,1980,3
8466164,Scott,Barney,3/27/1979,Oshawa,CAN,Ontario,1979,3
8445575,Peter,Bondra,2/7/1968,Luck,UKR,NA,1968,2
8460720,Eric,Boulton,8/17/1976,Halifax,CAN,Nova Scotia,1976,8
8467333,Rico,Fata,2/12/1980,Sault Ste. Marie,CAN,Ontario,1980,2
8447958,Bobby,Holik,1/1/1971,Jihlava,CZE,NA,1971,1
8466148,Marian,Hossa,1/12/1979,Stará Lubovna,SVK,NA,1979,1
8470543,Chris,Kunitz,9/26/1979,Regina,CAN,Saskatchewan,1979,9
8449545,Scott,Mellanby,6/11/1966,Montréal,CAN,Quebec,1966,6
8470289,Jim,Slater,12/9/1982,Lapeer,USA,Michigan,1982,12
8470601,Braydon,Coburn,2/27/1985,Shaunavon,CAN,Saskatchewan,1985,2
8467956,Niclas,Havelid,4/12/1973,Stockholm,SWE,NA,1973,4
8460661,Shane,Hnidy,11/8/1975,Neepawa,CAN,Manitoba,1975,11
8467896,Steve,McCarthy,2/3/1981,Trail,CAN,British Columbia,1981,2
8457403,Jaroslav,Modry,2/27/1971,České Budějovice,CZE,NA,1971,2
8469488,Mark,Popovic,10/11/1982,Stoney Creek,CAN,Ontario,1982,10
8460254,Greg,De Vries,1/4/1973,Sundridge,CAN,Ontario,1973,1
8468720,Adam,Berkhoel,5/16/1981,St. Paul,USA,Minnesota,1981,5
8456137,Mike,Dunham,6/1/1972,Johnson City,USA,New York,1972,6
8469529,Michael,Garnett,11/25/1982,Saskatoon,CAN,Saskatchewan,1982,11
8458615,Steve,Shields,7/19/1972,Toronto,CAN,Ontario,1972,7
8465050,Eric,Belanger,12/16/1977,Sherbrooke,CAN,Quebec,1977,12
8466393,Pascal,Dupuis,4/7/1979,Laval,CAN,Quebec,1979,4
8462185,Denis,Hamel,5/10/1977,Lachute,CAN,Quebec,1977,5
8468121,Darren,Haydar,10/22/1979,Toronto,CAN,Ontario,1979,10
8467516,Niko,Kapanen,4/29/1978,Hämeenlinna,FIN,NA,1978,4
8467857,Jason,Krog,10/9/1975,Fernie,CAN,British Columbia,1975,10
8462823,Glen,Metropolit,6/25/1974,Toronto,CAN,Ontario,1974,6
8459284,Steve,Rucchin,7/4/1971,Thunder Bay,CAN,Ontario,1971,7
8465024,Jon,Sim,9/29/1977,New Glasgow,CAN,Nova Scotia,1977,9
8458229,Keith,Tkachuk,3/28/1972,Melrose,USA,Massachusetts,1972,3
8467352,Vitaly,Vishnevski,3/18/1980,Kharkov,UKR,NA,1980,3
8458595,Alexei,Zhitnik,10/10/1972,Kiev,UKR,NA,1972,10
8460704,Johan,Hedberg,5/5/1973,Leksand,SWE,NA,1973,5
8469474,Colby,Armstrong,11/23/1982,Lloydminster,CAN,Saskatchewan,1982,11
8470299,Erik,Christensen,12/17/1983,Edmonton,CAN,Alberta,1983,12
8470937,Kevin,Doell,7/15/1979,Saskatoon,CAN,Saskatchewan,1979,7
8471778,Jordan,Lavallee-Smotherman,5/11/1986,Corvallis,USA,Oregon,1986,5
8473412,Bryan,Little,11/12/1987,Edmonton,CAN,Alberta,1987,11
8466399,Eric,Perrin,11/1/1975,Laval,CAN,Quebec,1975,11
8450725,Mark,Recchi,2/1/1968,Kamloops,CAN,British Columbia,1968,2
8470737,Brett,Sterling,4/24/1984,Los Angeles,USA,California,1984,4
8469582,Colin,Stuart,7/8/1982,Rochester,USA,Minnesota,1982,7
8469501,Chris,Thorburn,6/3/1983,Sault Ste. Marie,CAN,Ontario,1983,6
8466392,Todd,White,5/21/1975,Kanata,CAN,Ontario,1975,5
8470828,Toby,Enstrom,11/5/1984,Nordingra,SWE,NA,1984,11
8456850,Ken,Klee,4/24/1971,Indianapolis,USA,Indiana,1971,4
8465168,Joel,Kwiatkowski,3/22/1977,Kindersley,CAN,Saskatchewan,1977,3
8471223,Boris,Valabik,2/14/1986,Nitra,SVK,NA,1986,2
8471715,Ondrej,Pavelec,8/31/1987,Kladno,CZE,NA,1987,8
8470156,Joey,Crabb,4/3/1983,Anchorage,USA,Alaska,1983,4
8474146,Spencer,Machacek,10/14/1988,Lethbridge,CAN,Alberta,1988,10
8470564,Joe,Motzko,3/14/1980,Bemidji,USA,Minnesota,1980,3
8471514,Rich,Peverley,7/8/1982,Kingston,CAN,Ontario,1982,7
8464967,Marty,Reasoner,2/26/1977,Honeoye Falls,USA,New York,1977,2
8468789,Jason,Williams,8/11/1980,London,CAN,Ontario,1980,8
8474567,Zach,Bogosian,7/15/1990,Massena,USA,New York,1990,7
8468493,Ron,Hainsey,3/24/1981,Bolton,USA,Connecticut,1981,3
8471288,Scott,Lehman,1/5/1986,Windsor,CAN,Ontario,1986,1
8471253,Grant,Lewis,1/20/1985,Pittsburgh,USA,Pennsylvania,1985,1
8470136,Nathan,Oystrick,12/17/1982,Regina,CAN,Saskatchewan,1982,12
8474557,Anssi,Salmela,8/13/1984,Nokia,FIN,NA,1984,8
8451224,Mathieu,Schneider,6/12/1969,New York City,USA,New York,1969,6
8472262,Clay,Wilson,4/5/1983,Sturgeon Lake,USA,Minnesota,1983,4
8466202,Maxim,Afinogenov,9/4/1979,Moscow,RUS,NA,1979,9
8467353,Nik,Antropov,2/18/1980,Ust-Kamenogorsk,KAZ,NA,1980,2
8469543,Evgeny,Artyukhin,4/4/1983,Moscow,RUS,NA,1983,4
8471697,Niclas,Bergfors,3/7/1987,Sodertalje,SWE,NA,1987,3
8475169,Evander,Kane,8/2/1991,Vancouver,CAN,British Columbia,1991,8
8470667,Clarke,MacArthur,4/6/1985,Lloydminster,CAN,Alberta,1985,4
8472379,Tim,Stapleton,7/19/1982,Forest Park,USA,Illinois,1982,7
8446053,Chris,Chelios,1/25/1962,Chicago,USA,Illinois,1962,1
8465210,Pavel,Kubina,4/15/1977,Celadna,CZE,NA,1977,4
8473459,Arturs,Kulda,7/25/1988,Riga,LVA,NA,1988,7
8469665,Johnny,Oduya,10/1/1981,Stockholm,SWE,NA,1981,10
8469575,Christoph,Schubert,2/5/1982,Munich,DEU,NA,1982,2
8475788,Alexander,Burmistrov,10/21/1991,Kazan,RUS,NA,1991,10
8474616,Patrice,Cormier,6/14/1990,Moncton,CAN,New Brunswick,1990,6
8470741,Nigel,Dawes,2/9/1985,Winnipeg,CAN,Manitoba,1985,2
8462041,Radek,Dvorak,3/9/1977,Tabor,CZE,NA,1977,3
8470280,Ben,Eager,1/22/1984,Ottawa,CAN,Ontario,1984,1
8475159,Carl,Klingberg,1/28/1991,Gothenburg,SWE,NA,1991,1
8471217,Andrew,Ladd,12/12/1985,Maple Ridge,CAN,British Columbia,1985,12
8473493,Ben,Maxwell,3/30/1988,North Vancouver,CAN,British Columbia,1988,3
8460556,Freddy,Modin,10/8/1974,Sundsvall,SWE,NA,1974,10
8470321,Patrick,Rissmiller,10/26/1978,Belmont,USA,Massachusetts,1978,10
8471238,Rob,Schremp,7/1/1986,Fulton,USA,New York,1986,7
8470618,Anthony,Stewart,1/5/1985,LaSalle,CAN,Quebec,1985,1
8471218,Blake,Wheeler,8/31/1986,Plymouth,USA,Minnesota,1986,8
8470834,Dustin,Byfuglien,3/27/1985,Roseau,USA,Minnesota,1985,3
8470578,Freddy,Meyer,1/4/1981,Sanbornville,USA,New Hampshire,1981,1
8474074,Paul,Postma,2/22/1989,Red Deer,CAN,Alberta,1989,2
8462176,Brent,Sopel,1/7/1977,Calgary,CAN,Alberta,1977,1
8470614,Mark,Stuart,4/27/1984,Rochester,USA,Minnesota,1984,4
8469505,Noah,Welch,8/26/1982,Brighton,USA,Massachusetts,1982,8
8471848,Andrey,Zubarev,3/3/1987,Ufa,RUS,NA,1987,3
8474771,Peter,Mannino,2/17/1984,Farmington Hills,USA,Michigan,1984,2
8462152,Chris,Mason,4/20/1976,Red Deer,CAN,Alberta,1976,4
8444912,Steve,Alley,12/29/1953,Anoka,USA,Minnesota,1953,12
8444913,Ray,Allison,3/4/1959,Cranbrook,CAN,British Columbia,1959,3
8445015,Mike,Antonovich,10/18/1951,Calumet,USA,Minnesota,1951,10
8445414,Bill,Bennett,5/31/1953,Warwick,USA,Rhode Island,1953,5
8445618,Pat,Boutette,3/1/1952,Windsor,CAN,Ontario,1952,3
8445723,Jeff,Brubaker,2/24/1958,Frederick,USA,Maryland,1958,2
8445981,Greg,Carroll,10/10/1956,Gimli,CAN,Manitoba,1956,10
8446355,Dave,Debol,3/27/1956,St. Clair Shores,USA,Michigan,1956,3
8446469,Jordy,Douglas,1/20/1958,Winnipeg,CAN,Manitoba,1958,1
8446940,Nick,Fotiu,5/25/1952,Staten Island,USA,New York,1952,5
8447508,Al,Hangsleben,2/22/1953,Warroad,USA,Minnesota,1953,2
8447821,Brian,Hill,12/1/1957,Regina,CAN,Saskatchewan,1957,12
8448000,Gordie,Howe,3/31/1928,Floral,CAN,Saskatchewan,1928,3
8448108,Bobby,Hull,1/3/1939,Point Anne,CAN,Ontario,1939,1
8448327,Bernie,Johnston,9/15/1956,Toronto,CAN,Ontario,1956,9
8448468,Dave,Keon,3/22/1940,Noranda,CAN,Quebec,1940,3
8448612,Andre,Lacroix,6/5/1945,Lauzon,CAN,Quebec,1945,6
8449860,Ray,Neufeld,4/15/1959,St. Boniface,CAN,Manitoba,1959,4
8450981,Mike,Rogers,10/24/1954,Calgary,CAN,Alberta,1954,10
8451028,Tom,Rowe,5/23/1956,Lynn,USA,Massachusetts,1956,5
8451145,Jean,Savard,4/26/1957,Verdun,CAN,Quebec,1957,4
8451244,Maynard,Schurman,7/16/1957,Summerside,CAN,Prince Edward Island,1957,7
8451324,Timothy,Sheehy,9/3/1948,Fort Frances,CAN,Ontario,1948,9
8451696,Robert,Stephenson,2/1/1954,Saskatoon,CAN,Saskatchewan,1954,2
8451770,Blaine,Stoughton,3/13/1953,Gilbert Plains,CAN,Manitoba,1953,3
8452294,James,Warner,3/26/1954,Minneapolis,USA,Minnesota,1954,3
8447209,Larry,Giroux,8/28/1951,Weyburn,CAN,Saskatchewan,1951,8
8447911,Rick,Hodgson,5/23/1956,Medicine Hat,CAN,Alberta,1956,5
8448002,Mark,Howe,5/28/1955,Detroit,USA,Michigan,1955,5
8448005,Marty,Howe,2/18/1954,Detroit,USA,Michigan,1954,2
8448838,Rick,Ley,11/2/1948,Orillia,CAN,Ontario,1948,11
8448906,Charles,Luksa,2/19/1954,Toronto,CAN,Ontario,1954,2
8450478,Ronald,Plumb,7/17/1950,Kingston,CAN,Ontario,1950,7
8450798,Mark,Renaud,2/21/1959,Windsor,CAN,Ontario,1959,2
8450905,Gordie,Roberts,10/2/1957,Detroit,USA,Michigan,1957,10
8451364,Al,Sims,4/18/1953,Toronto,CAN,Ontario,1953,4
8451561,Stuart,Smith,3/17/1960,Toronto,CAN,Ontario,1960,3
8447066,John,Garrett,6/17/1951,Trenton,CAN,Ontario,1951,6
8451474,Al,Smith,11/10/1945,Toronto,CAN,Ontario,1945,11
8446819,Mike,Fidler,8/19/1956,Everett,USA,Massachusetts,1956,8
8447000,Michel,Galarneau,3/1/1961,Montréal,CAN,Quebec,1961,3
8449535,Rick,Meagher,11/2/1953,Belleville,CAN,Ontario,1953,11
8449629,Warren,Miller,6/15/1954,St. Paul,USA,Minnesota,1954,6
8449789,Don,Nachbaur,1/30/1959,Kitimat,CAN,British Columbia,1959,1
8444892,Thommy,Abrahamsson,4/12/1947,Umea,SWE,NA,1947,4
8445090,Fred,Arthur,3/6/1961,Toronto,CAN,Ontario,1961,3
8445270,Norm,Barnes,8/24/1953,Toronto,CAN,Ontario,1953,8
8448447,Kevin,Kemp,5/3/1954,Ottawa,CAN,Ontario,1954,5
8448905,Gilles,Lupien,4/20/1954,Brownsburg,CAN,Quebec,1954,4
8449436,Jack,McIlhargey,3/7/1952,Edmonton,CAN,Alberta,1952,3
8452235,Mickey,Volcan,3/3/1962,Edmonton,CAN,Alberta,1962,3
8447927,Ken,Holland,11/10/1955,Vernon,CAN,British Columbia,1955,11
8452205,Mike,Veisor,8/25/1952,Toronto,CAN,Ontario,1952,8
8445628,Dan,Bourbonnais,3/6/1962,Winnipeg,CAN,Manitoba,1962,3
8446951,Ron,Francis,3/1/1963,Sault Ste. Marie,CAN,Ontario,1963,3
8446977,Dan,Fridgen,5/18/1959,Arnprior,CAN,Ontario,1959,5
8447188,Don,Gillen,12/24/1960,Dodsland,CAN,Saskatchewan,1960,12
8447995,Garry,Howatt,9/26/1952,Grande Cache,CAN,Alberta,1952,9
8448707,Pierre,Larouche,11/16/1955,Taschereau,CAN,Quebec,1955,11
8448914,George,Lyle,11/24/1953,North Vancouver,CAN,British Columbia,1953,11
8448919,Paul,Macdermid,4/14/1963,Chesley,CAN,Ontario,1963,4
8448952,Randy,MacGregor,7/9/1953,London,CAN,Ontario,1953,7
8448982,Rick,MacLeish,1/3/1950,Lindsay,CAN,Ontario,1950,1
8449353,Rob,McClanahan,1/9/1958,St. Paul,USA,Minnesota,1958,1
8449416,Mike,McDougall,4/30/1958,Port Huron,USA,Michigan,1958,4
8449565,Glenn,Merkosky,4/8/1960,Edmonton,CAN,Alberta,1960,4
8451778,Doug,Sulliman,8/29/1959,Glace Bay,CAN,Nova Scotia,1959,8
8444961,Russ,Anderson,2/12/1955,Minneapolis,USA,Minnesota,1955,2
8445715,Jeff,Brownschidle,3/1/1959,Buffalo,USA,New York,1959,3
8448529,Chris,Kotsopoulos,11/27/1958,Toronto,CAN,Ontario,1958,11
8449418,Girard,McDonald,3/18/1958,Weymouth,USA,Massachusetts,1958,3
8451352,Paul,Shmyr,1/28/1946,Cudworth,CAN,Saskatchewan,1946,1
8452370,Blake,Wesley,7/10/1959,Red Deer,CAN,Alberta,1959,7
8449627,Greg,Millen,6/25/1957,Toronto,CAN,Ontario,1957,6
8444898,Greg,Adams,5/31/1960,Victoria,CAN,British Columbia,1960,5
8447180,Randy,Gilhen,6/13/1963,Zweibrucken,DEU,NA,1963,6
8447733,Archie,Henderson,2/17/1957,Calgary,CAN,Alberta,1957,2
8447917,Mike,Hoffman,2/26/1963,Cambridge,CAN,Ontario,1963,2
8448304,Mark,Johnson,9/22/1957,Madison,USA,Wisconsin,1957,9
8448691,Paul,Lawless,7/2/1964,Scarborough,CAN,Ontario,1964,7
8449100,Merlin,Malinowski,9/27/1958,North Battleford,CAN,Saskatchewan,1958,9
8449230,Paul,Marshall,9/7/1960,Toronto,CAN,Ontario,1960,9
8451782,Robert,Sullivan,11/29/1957,Noranda,CAN,Quebec,1957,11
8447980,Ed,Hospodar,2/9/1959,Bowling Green,USA,Ohio,1959,2
8448615,Pierre,Lacroix,4/11/1959,Quebec City,CAN,Quebec,1959,4
8450219,Mark,Paterson,2/22/1964,Ottawa,CAN,Ontario,1964,2
8451362,Risto,Siltanen,10/31/1958,Tampere,FIN,NA,1958,10
8446219,Bob,Crawford,4/6/1959,Belleville,CAN,Ontario,1959,4
8446237,Mike,Crombeen,4/16/1957,Sarnia,CAN,Ontario,1957,4
8446279,Tony,Currie,11/12/1957,Sydney Mines,CAN,Nova Scotia,1957,11
8446535,Norm,Dupont,2/5/1957,Montréal,CAN,Quebec,1957,2
8449101,Greg,Malone,3/8/1956,Fredericton,CAN,New Brunswick,1956,3
8450384,Randy,Pierce,11/23/1957,Arnprior,CAN,Ontario,1957,11
8450920,Torrie,Robertson,8/2/1961,Victoria,CAN,British Columbia,1961,8
8451771,Steve,Stoyanovich,5/2/1957,London,CAN,Ontario,1957,5
8451911,Dave,Tippett,8/25/1961,Moosomin,CAN,Saskatchewan,1961,8
8451988,Sylvain,Turgeon,1/17/1965,Noranda,CAN,Quebec,1965,1
8452555,Richard,Yates,6/18/1959,Montréal,CAN,Quebec,1959,6
8452694,Mike,Zuke,4/16/1954,Sault Ste. Marie,CAN,Ontario,1954,4
8445211,Reid,Bailey,5/28/1956,Toronto,CAN,Ontario,1956,5
8445719,Jack,Brownschidle,10/2/1955,Buffalo,USA,New York,1955,10
8446533,Richie,Dunn,5/12/1957,Boston,USA,Massachusetts,1957,5
8446985,Mark,Fusco,3/12/1961,Woburn,USA,Massachusetts,1961,3
8447757,Bob,Hess,5/19/1955,Middleton,CAN,Nova Scotia,1955,5
8450633,Joel,Quenneville,9/15/1958,Windsor,CAN,Ontario,1958,9
8451655,Ed,Staniowski,7/7/1955,Moose Jaw,CAN,Saskatchewan,1955,7
8446423,Kevin,Dineen,10/28/1963,Quebec City,CAN,Quebec,1963,10
8446743,Dean,Evason,8/22/1964,Flin Flon,CAN,Manitoba,1964,8
8446797,Paul,Fenton,12/22/1959,Springfield,USA,Massachusetts,1959,12
8448272,David,Jensen,8/19/1965,Newton,USA,Massachusetts,1965,8
8448516,Scot,Kleinendorst,1/16/1960,Grand Rapids,USA,Minnesota,1960,1
8448901,Dave,Lumley,9/1/1954,Toronto,CAN,Ontario,1954,9
8452367,Wally,Weir,6/3/1954,Verdun,CAN,Quebec,1954,6
8446181,Sylvain,Cote,1/19/1966,Quebec City,CAN,Quebec,1966,1
8451107,Ulf,Samuelsson,3/26/1964,Fagerstad,SWE,NA,1964,3
8448865,Mike,Liut,1/7/1956,Weston,CAN,Ontario,1956,1
8452355,Steve,Weeks,6/30/1958,Scarborough,CAN,Ontario,1958,6
8444944,John,Anderson,3/28/1957,Toronto,CAN,Ontario,1957,3
8445207,Wayne,Babych,6/6/1958,Edmonton,CAN,Alberta,1958,6
8447039,Bill,Gardner,3/18/1960,Toronto,CAN,Ontario,1960,3
8447078,Stew,Gavin,3/15/1960,Ottawa,CAN,Ontario,1960,3
8448254,Doug,Jarvis,3/24/1955,Peterborough,CAN,Ontario,1955,3
8449871,John,Newberry,4/8/1962,Port Alberni,CAN,British Columbia,1962,4
8450345,Jorgen,Pettersson,7/11/1956,Gothenburg,SWE,NA,1956,7
8445208,Dave,Babych,5/23/1961,Edmonton,CAN,Alberta,1961,5
8445604,Tim,Bothwell,5/6/1955,Vancouver,CAN,British Columbia,1955,5
8449420,Mike,McEwen,8/10/1956,Hornepayne,CAN,Ontario,1956,8
8449774,Dana,Murzyn,12/9/1966,Calgary,CAN,Alberta,1966,12
8451305,Brad,Shaw,4/28/1964,Cambridge,CAN,Ontario,1964,4
8445273,Dave,Barr,11/30/1960,Toronto,CAN,Ontario,1960,11
8445682,Greg,Britz,3/1/1961,Marblehead,USA,Massachusetts,1961,3
8446071,Shane,Churla,6/24/1965,Fernie,CAN,British Columbia,1965,6
8446203,Yves,Courteau,4/25/1964,Montréal,CAN,Quebec,1964,4
8448075,Pat,Hughes,3/25/1955,Calgary,CAN,Alberta,1955,3
8449610,Mike,Millar,4/28/1965,St. Catharines,CAN,Ontario,1965,4
8451298,Dave,Semenko,7/12/1957,Winnipeg,CAN,Manitoba,1957,7
8451346,Gord,Sherven,8/21/1963,Mankota,CAN,Saskatchewan,1963,8
8448616,Randy,Ladouceur,6/30/1960,Brockville,CAN,Ontario,1960,6
